LotArea,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,GarageCars,Neighborhood,SalePrice
19072,3,2023,1013,3570,1,3,0,Downtown,636995.0
6243,2,2002,231,1752,2,3,0,Rural,200220.0
11916,8,1953,1714,3489,5,2,1,Downtown,692978.0
11984,6,1972,1755,1547,1,1,3,Rural,253549.0
3759,1,2019,1577,1264,4,3,0,Rural,194281.0
11181,1,1982,1296,2317,3,1,3,Uptown,411549.0
4482,7,1977,2220,1748,1,3,2,Suburb_B,370119.0
2951,8,1957,972,666,5,2,0,Suburb_A,240665.0
4079,5,1950,1030,2653,1,1,3,Suburb_A,385290.0
4717,5,1986,517,1236,2,1,1,Suburb_A,212814.0
11692,4,2012,913,913,1,3,3,Suburb_B,233900.0
9311,6,1971,2262,3997,4,1,0,Downtown,750796.0
2768,6,2019,2181,1164,1,3,2,Suburb_A,296745.0
7490,3,1970,2332,2201,3,2,3,Downtown,513676.0
17534,9,1984,1944,1425,1,1,2,Suburb_B,343915.0
8645,7,1954,1462,3153,2,3,1,Suburb_B,468231.0
7232,1,2009,1872,1705,1,1,3,Uptown,369434.0
13485,7,1995,2378,1625,4,3,3,Suburb_A,408634.0
7797,5,1999,1307,2851,5,3,1,Uptown,525221.0
14342,5,1997,898,1261,1,3,1,Suburb_A,242096.0
10038,2,1955,1098,1404,1,2,1,Suburb_B,216792.0
18002,4,2005,1189,3051,3,1,0,Suburb_B,423342.0
15087,6,2008,1212,3774,4,2,0,Rural,432322.0
6873,10,1978,2125,1135,5,3,3,Rural,285267.0
3481,7,2020,687,1991,2,3,3,Suburb_B,356243.0
12093,5,1967,2068,1835,1,2,3,Suburb_B,354751.0
16422,9,1951,565,3224,5,2,2,Downtown,632220.0
18438,3,1957,1207,3880,2,1,1,Downtown,677890.0
9643,1,2003,1894,3410,4,3,3,Uptown,581107.0
17708,4,1987,826,2520,4,2,1,Rural,282568.0
13271,9,1997,1351,2764,5,3,0,Rural,369785.0
19216,4,1976,2226,1227,2,3,1,Suburb_B,328540.0
14600,2,1969,1811,1348,4,1,2,Suburb_B,265321.0
12998,10,1961,1082,704,5,1,2,Uptown,335318.0
16295,5,1992,1350,3142,4,1,1,Rural,359057.0
12682,3,2010,1644,645,4,2,2,Downtown,309270.0
18380,9,1980,190,3470,4,3,2,Suburb_A,515066.0
10519,4,2010,1223,1954,3,2,0,Uptown,392183.0
5300,6,2023,1335,1839,2,2,3,Suburb_A,346335.0
8722,2,2016,707,1581,5,1,2,Downtown,336000.0
9218,6,1984,378,1559,5,3,3,Downtown,385000.0
5054,3,1964,386,2115,2,3,1,Suburb_A,280151.0
15575,9,1965,2284,2436,2,1,1,Uptown,552019.0
9970,2,1962,615,3492,2,3,2,Suburb_A,431137.0
4143,9,1984,1542,3096,2,1,1,Uptown,579133.0
11503,5,2008,2330,3183,1,2,0,Uptown,576612.0
17149,8,1970,2048,3158,5,2,2,Suburb_B,515731.0
14175,2,2003,1754,2081,1,1,2,Rural,258697.0
10356,6,1979,463,2159,4,2,2,Rural,258462.0
17070,3,1997,966,3187,4,2,1,Downtown,568653.0
2822,10,1984,171,2107,5,1,1,Suburb_B,333033.0
19327,5,1987,1146,2663,4,2,2,Rural,328535.0
16289,8,1980,842,2600,2,3,3,Uptown,533997.0
8150,10,1973,1321,2890,1,2,1,Uptown,566763.0
6425,1,1998,1908,2573,2,1,1,Suburb_A,355826.0
18032,5,1981,689,3878,4,3,2,Suburb_A,517104.0
4198,3,2004,1507,1511,1,3,3,Uptown,345736.0
5452,4,2007,2212,1894,2,2,2,Uptown,433473.0
11106,2,1952,2024,3408,5,3,1,Suburb_A,481570.0
15859,9,2018,1722,2402,2,1,2,Rural,368262.0
19692,3,1959,382,3352,4,3,2,Downtown,591572.0
10705,2,1974,2256,2353,1,2,2,Suburb_A,368995.0
12112,10,2017,1412,714,5,2,3,Rural,237913.0
6841,9,2010,1583,2203,1,3,2,Rural,319451.0
17358,7,1978,2271,1922,5,1,1,Rural,337567.0
3409,6,1968,2050,2460,1,1,2,Suburb_B,368270.0
6566,1,1992,371,3044,4,2,3,Suburb_B,391030.0
13382,5,2015,1710,3041,5,2,0,Rural,353359.0
19939,3,2023,1469,1698,3,1,3,Uptown,411063.0
16596,1,2010,610,1577,1,3,2,Suburb_B,243327.0
2804,4,1992,115,2105,1,3,0,Suburb_A,276659.0
15221,2,1974,446,1726,2,3,2,Suburb_B,237781.0
3279,2,1969,1391,896,5,3,3,Uptown,286188.0
15192,3,1997,1340,3649,3,1,0,Downtown,629570.0
9083,8,1973,414,2825,4,2,0,Suburb_B,392301.0
13093,8,1960,1808,3886,2,2,2,Rural,478404.0
19771,7,2004,1047,3614,3,3,2,Rural,429337.0
14880,6,1977,1873,2962,5,1,3,Rural,366143.0
17517,9,2018,1073,1662,3,1,2,Downtown,462852.0
4106,4,2012,717,858,1,3,0,Uptown,236787.0
18086,1,2008,1358,2654,1,3,1,Suburb_A,408411.0
6831,8,1954,1605,2696,2,3,1,Uptown,560039.0
5186,7,2000,2318,2808,5,2,3,Downtown,613365.0
4573,7,1970,561,2492,5,3,2,Rural,305918.0
14808,3,1961,2294,775,3,2,3,Uptown,337910.0
4599,4,1999,386,3673,2,1,1,Suburb_A,431738.0
6033,10,1953,701,1600,5,1,1,Rural,240561.0
10428,9,1991,972,2518,1,2,2,Suburb_A,399121.0
3304,6,1987,1384,3102,3,2,0,Suburb_B,421085.0
19685,5,1974,983,2267,4,2,2,Suburb_A,392212.0
10633,3,1963,1511,875,1,2,1,Rural,196157.0
13372,9,1981,351,3145,2,3,0,Suburb_B,464679.0
10996,5,1960,1724,1275,5,1,3,Rural,219042.0
18458,5,2010,1951,2423,1,3,1,Rural,356209.0
7475,4,1967,1279,1651,4,2,3,Suburb_B,266910.0
9184,4,1976,1907,1956,4,3,0,Suburb_A,355038.0
14875,1,2004,752,3672,2,3,3,Downtown,602041.0
3622,7,2003,1024,3859,1,1,1,Downtown,661718.0
17988,9,1970,545,2703,3,3,2,Downtown,576625.0
10041,3,1993,1469,1146,1,1,3,Downtown,335334.0
18725,2,1954,78,1735,4,2,1,Uptown,310031.0
9992,3,1990,1259,3981,2,3,1,Downtown,683365.0
17646,1,2008,2381,2683,2,2,0,Suburb_B,424980.0
19029,6,2003,888,2640,3,1,1,Downtown,535694.0
6263,7,2023,1105,1038,2,2,2,Rural,218233.0
16060,2,1971,1990,2352,2,2,2,Downtown,540584.0
17156,8,2014,1500,2215,2,1,3,Suburb_A,417421.0
10646,6,2013,920,2449,2,2,3,Suburb_B,403982.0
13664,4,2020,549,3242,2,2,3,Suburb_B,415716.0
4969,5,1953,2061,2200,4,2,3,Uptown,494565.0
5028,8,2014,391,3996,1,3,2,Rural,393280.0
5629,3,1964,2357,2263,5,2,0,Suburb_B,383693.0
5067,3,1971,2433,906,2,1,3,Suburb_A,266291.0
7941,4,1996,1380,1218,5,3,0,Downtown,327599.0
19770,1,1995,973,1732,5,3,1,Suburb_B,321723.0
13555,9,1963,339,1995,4,1,1,Suburb_A,336292.0
15081,8,1999,756,3004,2,2,3,Downtown,584422.0
8819,8,1969,1045,2828,5,3,1,Uptown,530043.0
13046,10,1999,2338,1979,2,3,0,Suburb_B,462941.0
19717,6,1982,2353,2299,3,3,0,Suburb_B,413358.0
4711,7,2008,938,2715,3,2,1,Suburb_A,417310.0
6853,6,1992,847,2939,3,3,3,Rural,316989.0
9715,9,1961,441,3339,5,1,0,Uptown,547137.0
10942,3,1989,129,780,3,2,0,Rural,102404.0
17507,3,1969,596,3081,4,1,2,Suburb_B,404622.0
17826,3,1987,1958,2087,4,1,3,Rural,295383.0
3762,10,1952,1505,1513,5,3,2,Downtown,443506.0
17850,3,1977,861,2157,2,3,1,Uptown,424623.0
14112,9,2005,998,2713,1,3,1,Rural,360652.0
14652,4,1962,2372,1644,2,1,2,Downtown,462198.0
8122,7,2015,2495,2235,2,2,3,Suburb_A,465746.0
2481,9,1986,1551,3031,2,3,0,Rural,359638.0
16536,7,1998,1640,2238,2,3,1,Uptown,510076.0
2153,9,2015,1511,2182,1,1,3,Downtown,508870.0
9617,3,1985,1736,2686,3,2,3,Rural,299441.0
3524,4,2003,1449,1908,2,1,1,Suburb_A,323096.0
4120,8,1975,1857,1421,4,3,1,Rural,263228.0
17048,6,2021,264,1201,5,1,3,Downtown,348247.0
4343,5,1989,1462,2220,5,3,0,Rural,290981.0
7136,4,1992,156,1384,4,2,2,Uptown,304019.0
3240,8,1971,1445,1811,2,1,1,Suburb_B,323254.0
2060,1,1969,2298,1270,1,3,2,Downtown,332714.0
11130,9,1957,1632,1866,3,3,3,Downtown,512564.0
14312,1,1978,2374,1696,5,3,2,Downtown,451985.0
15350,8,1989,894,3126,3,3,0,Downtown,633796.0
14418,4,1979,2144,2597,1,1,3,Rural,335661.0
3252,9,2004,512,3208,5,3,0,Uptown,537407.0
10363,5,1965,215,700,3,1,3,Suburb_A,195282.0
11650,3,1995,2172,3161,1,3,0,Uptown,578827.0
18314,9,2011,1706,2379,3,1,3,Downtown,601044.0
6090,9,1956,2106,775,2,1,0,Rural,228600.0
8960,4,1994,1567,837,1,3,3,Rural,206678.0
5004,4,2008,2208,3557,3,3,0,Downtown,664017.0
18713,8,2005,2331,3730,2,3,3,Rural,457310.0
5640,2,1997,2153,1722,2,3,0,Downtown,414717.0
3341,9,1976,1128,3518,1,2,1,Uptown,607077.0
13855,6,2002,227,2577,4,3,2,Suburb_B,372840.0
2338,9,2022,2365,3142,5,3,3,Rural,404978.0
7895,8,1984,1487,3594,1,3,0,Downtown,681126.0
14254,7,2000,801,2603,2,1,1,Downtown,494942.0
13344,1,1986,1622,2137,2,3,3,Rural,267291.0
3750,3,2006,1905,1354,1,1,3,Suburb_A,296120.0
4421,2,1957,471,3968,4,1,3,Downtown,609947.0
9119,5,1969,1079,2858,5,1,2,Rural,266298.0
7319,5,2002,2060,1746,3,1,0,Downtown,442447.0
17896,5,1961,1041,3900,1,2,0,Suburb_A,530820.0
13918,4,1998,2160,2011,5,3,3,Suburb_B,371685.0
15849,5,1966,228,739,5,1,3,Suburb_A,199830.0
6873,3,2013,170,1140,2,3,3,Uptown,269986.0
6806,1,1991,294,2014,3,1,1,Rural,191683.0
10592,5,1978,188,869,1,2,3,Suburb_A,223494.0
14182,9,1968,425,1635,2,1,2,Suburb_B,292996.0
18774,9,1960,976,2490,2,3,0,Downtown,578817.0
14045,4,1999,1102,1105,4,3,2,Rural,207599.0
6430,3,2020,918,1729,5,2,3,Suburb_A,289845.0
10820,1,2007,498,2679,1,3,1,Suburb_B,352318.0
6232,2,1983,1821,3745,1,3,3,Suburb_A,490317.0
13122,8,1969,865,3842,1,1,3,Uptown,626028.0
17023,1,1999,825,2472,2,3,3,Rural,285570.0
10007,8,1959,1858,1692,4,1,3,Downtown,484329.0
19905,7,1981,2118,1412,3,2,3,Suburb_B,363269.0
11018,8,2001,2295,961,2,3,0,Suburb_A,319845.0
3500,6,1964,145,2056,3,1,2,Rural,209881.0
8737,9,1952,1641,1528,4,3,1,Suburb_A,349142.0
5294,3,1986,1319,699,5,1,3,Rural,179452.0
6497,10,1989,469,2281,1,2,1,Uptown,428438.0
19850,4,2021,192,2656,3,1,0,Suburb_A,398436.0
2614,6,1989,1091,3344,2,3,2,Uptown,564210.0
11374,8,2005,51,1652,3,1,3,Suburb_B,279666.0
4667,5,1972,2410,3785,5,3,0,Uptown,636949.0
15409,3,1960,1820,3109,1,2,0,Rural,319002.0
18514,6,2013,1869,1520,3,1,2,Suburb_B,337600.0
4983,4,1957,1786,3814,5,3,3,Suburb_A,531091.0
14651,9,2005,1454,3037,2,3,2,Suburb_A,514105.0
10230,3,2009,1867,1231,4,3,2,Rural,254331.0
8640,4,1959,2007,1281,2,1,1,Downtown,378099.0
13779,7,1988,1434,2804,1,1,1,Downtown,574355.0
17317,7,1977,839,2982,2,1,2,Suburb_A,471353.0
19304,4,1998,240,2907,2,2,1,Rural,307810.0
9564,6,1985,535,2729,2,3,0,Downtown,530634.0
17520,3,1962,1407,1353,2,3,2,Uptown,339656.0
15737,6,1985,82,2064,1,2,3,Suburb_A,312130.0
11323,2,1975,981,3843,5,2,3,Uptown,564253.0
17229,8,1953,950,3902,3,1,0,Rural,413609.0
13713,2,2013,610,1319,4,1,3,Uptown,276338.0
10502,7,1987,573,674,3,1,3,Downtown,262114.0
2545,9,1971,2333,1893,3,1,2,Downtown,533685.0
6346,1,1951,988,2522,4,1,0,Suburb_B,288410.0
11996,8,1980,458,3273,1,1,2,Suburb_A,461749.0
17775,7,1960,2173,661,4,2,0,Rural,220640.0
15919,6,1995,1522,1473,1,2,2,Suburb_A,333117.0
5810,6,2011,2472,919,3,2,2,Uptown,386087.0
9206,6,2018,1984,2749,1,3,1,Rural,339840.0
11005,9,2013,1566,2052,5,3,3,Rural,349318.0
18371,2,1959,2159,1473,4,1,0,Downtown,379842.0
14316,1,1989,2449,2345,5,2,3,Uptown,507751.0
10436,6,1973,121,3601,3,3,1,Downtown,621751.0
14984,10,1993,272,2902,4,3,0,Downtown,525600.0
2271,8,2009,1317,2155,3,2,1,Suburb_B,363391.0
12616,3,2011,397,3217,5,3,3,Downtown,562133.0
6361,10,1966,984,711,3,3,2,Suburb_A,262918.0
9069,1,2014,1230,3632,4,2,1,Rural,383848.0
19304,9,2006,1133,3984,4,3,1,Downtown,760459.0
5430,1,2004,1301,3645,3,2,2,Suburb_A,448380.0
14676,3,2002,1910,1060,4,3,3,Uptown,356002.0
12816,8,2005,1505,3355,4,2,1,Rural,419210.0
4050,3,1958,1916,1486,3,3,3,Uptown,372855.0
13692,4,1971,819,1715,5,3,2,Suburb_A,316086.0
3165,8,1962,1956,1675,4,2,0,Uptown,421587.0
4033,1,1997,2368,1119,4,3,1,Uptown,294204.0
2145,6,1967,178,1411,4,2,3,Uptown,306100.0
16269,1,1989,896,3769,4,2,2,Downtown,633386.0
9832,1,1966,2266,2883,3,3,2,Downtown,559415.0
16286,8,1964,1972,2524,5,1,1,Downtown,594605.0
4632,4,1964,1551,2204,5,3,0,Rural,261608.0
6494,1,2012,491,1526,1,1,1,Suburb_A,232648.0
17152,10,1988,60,1156,4,1,3,Downtown,364876.0
11155,7,1962,1077,3296,4,3,2,Uptown,586173.0
12426,5,1981,1703,2881,1,1,0,Uptown,532954.0
12233,5,1958,64,1655,5,2,3,Uptown,340000.0
3828,1,1989,585,3960,2,2,1,Uptown,547457.0
14260,10,1969,1727,1178,2,1,2,Suburb_B,326993.0
11130,6,2022,2218,1141,5,2,1,Rural,256053.0
6805,9,2012,534,2761,4,3,0,Suburb_A,432958.0
2806,9,1993,2155,2851,2,2,0,Suburb_A,490583.0
10202,8,1987,1870,1652,3,1,0,Downtown,472374.0
3868,5,2009,1004,3290,3,3,0,Suburb_B,412375.0
16561,1,2020,2499,1073,1,2,0,Suburb_A,275647.0
17512,9,1997,1229,3344,5,3,1,Rural,409825.0
16899,1,1967,1039,2900,5,1,0,Uptown,477787.0
18220,8,1965,326,1504,2,2,0,Downtown,407348.0
17934,5,2004,607,2545,4,3,2,Rural,296760.0
7429,3,1988,1,985,5,3,0,Suburb_A,197085.0
11076,7,2017,1033,661,2,2,2,Suburb_B,220378.0
5564,7,2008,2481,1114,2,3,2,Downtown,452866.0
3389,9,2011,124,1029,5,3,2,Suburb_A,282153.0
13593,7,1962,1104,1179,2,1,1,Downtown,333090.0
9274,3,1955,1861,2160,1,1,1,Suburb_A,347945.0
19208,1,2009,1173,1764,1,1,3,Uptown,328304.0
19320,8,1963,128,3390,5,1,3,Suburb_B,438362.0
12745,3,2003,437,1923,4,1,2,Uptown,331700.0
16199,8,1953,750,3322,1,1,1,Suburb_A,486825.0
17876,8,1988,1221,2958,1,2,0,Rural,366884.0
10245,5,2021,2258,1070,5,1,3,Uptown,391594.0
9214,1,1974,901,2016,3,3,1,Rural,237445.0
2726,10,1981,2092,2265,2,2,0,Suburb_A,440435.0
15832,7,2008,1302,2068,1,3,0,Suburb_B,370142.0
13362,10,2012,1433,1408,3,1,1,Rural,267608.0
12106,5,1987,390,771,4,1,3,Suburb_A,222829.0
9657,8,2002,1067,3223,3,3,1,Rural,375195.0
16551,9,2016,26,630,5,3,3,Uptown,298680.0
9906,7,1977,547,646,4,3,2,Suburb_A,186367.0
9287,7,1952,566,729,4,2,1,Uptown,238654.0
2892,1,1971,703,2999,3,1,1,Downtown,477570.0
12222,4,1987,1242,1577,5,3,3,Suburb_A,313903.0
6675,2,2021,184,2245,1,1,3,Rural,203318.0
3933,2,2021,1590,2204,3,3,1,Downtown,462377.0
19764,2,2011,1913,657,1,1,0,Uptown,274055.0
13873,4,2006,847,1729,3,2,0,Uptown,355816.0
19674,1,1955,598,3459,1,1,0,Rural,343619.0
15239,4,1981,805,1953,3,3,2,Downtown,452059.0
12874,2,1959,1357,1367,4,1,2,Suburb_B,253490.0
19602,5,1952,2126,1282,2,2,3,Rural,268295.0
7016,3,2008,1878,2608,4,2,2,Uptown,464509.0
15774,8,1998,2460,3833,1,1,0,Suburb_A,615969.0
11752,4,2008,545,3644,5,3,1,Downtown,605868.0
19338,1,1980,1632,2933,4,2,2,Suburb_B,398544.0
17585,1,2018,2216,3742,2,2,2,Suburb_A,511546.0
9291,10,2011,2079,2390,1,1,0,Downtown,556466.0
2974,3,2001,2334,2077,4,2,2,Rural,304035.0
6133,9,1990,1926,1485,3,2,3,Rural,289352.0
16663,7,1980,616,996,5,3,1,Downtown,336820.0
5972,2,1971,2317,2138,1,3,0,Suburb_B,357917.0
7295,9,1953,1203,2673,4,3,3,Downtown,575126.0
15913,10,1962,1759,912,1,1,0,Suburb_A,312469.0
11105,2,1994,225,2773,3,2,3,Suburb_A,355309.0
10228,3,1991,669,2188,2,1,1,Rural,239149.0
11903,10,1998,1763,1821,4,2,1,Downtown,513304.0
5020,2,1969,916,1410,1,2,3,Rural,171267.0
10987,3,2003,2173,2835,1,2,3,Suburb_B,441055.0
14880,6,1985,2121,3345,1,3,3,Suburb_A,550062.0
7233,9,1950,1214,3457,2,1,3,Uptown,602608.0
11516,9,1964,1705,3363,1,1,3,Uptown,609494.0
16559,7,1966,1842,2632,5,2,3,Downtown,651289.0
18701,3,1973,1983,2107,5,1,1,Downtown,499648.0
4396,4,2007,55,1049,1,3,3,Uptown,240747.0
3591,6,2021,719,3170,5,1,2,Downtown,551849.0
13303,5,1972,2079,2494,4,2,1,Suburb_A,456526.0
8183,2,1995,573,1977,5,3,0,Suburb_B,301384.0
3312,6,2021,666,3633,1,3,1,Suburb_B,430163.0
9314,3,1957,283,3305,3,2,0,Rural,305143.0
4139,8,2008,1744,1196,4,1,0,Suburb_A,304185.0
16688,2,2008,2234,2747,2,2,2,Downtown,615741.0
8924,1,1962,497,1215,1,1,3,Downtown,273805.0
2362,9,1988,1465,1547,2,1,3,Rural,235162.0
15481,3,1977,129,2181,3,3,1,Rural,229369.0
5738,1,2010,638,1155,2,2,3,Downtown,250997.0
4469,7,1965,2161,877,1,3,2,Downtown,376093.0
18106,10,1951,2060,2613,1,2,1,Suburb_A,516907.0
18940,5,1966,2491,1090,3,2,1,Rural,253574.0
11017,5,1979,2494,854,1,3,1,Suburb_A,300367.0
4808,1,1962,985,3028,3,2,3,Downtown,492554.0
18370,9,1962,992,1491,3,2,3,Uptown,424075.0
16870,7,1992,2121,1141,1,1,3,Uptown,392259.0
14713,8,1970,100,1887,5,2,1,Downtown,402199.0
9561,9,2004,2223,2233,3,2,1,Rural,350473.0
4719,6,1989,426,1424,1,3,0,Uptown,301587.0
13700,5,1964,40,3526,5,3,0,Rural,329414.0
5741,6,2022,428,1952,3,2,3,Uptown,410908.0
11766,2,2001,343,3786,5,1,1,Rural,337737.0
5998,4,2023,365,3947,4,1,3,Uptown,592482.0
18077,3,2002,608,880,4,3,3,Rural,172461.0
2294,7,2001,727,1898,5,2,0,Suburb_A,347644.0
12177,9,1979,2276,1372,3,2,2,Rural,284535.0
11882,5,1982,824,3490,1,1,3,Suburb_A,446881.0
3136,6,2006,1375,3366,2,1,2,Suburb_A,489388.0
4064,10,2001,888,927,1,1,2,Downtown,360091.0
9009,2,1958,2043,2858,2,3,1,Suburb_A,424147.0
14987,3,2003,1341,3374,2,2,1,Suburb_B,461307.0
6543,3,1950,1296,1522,3,3,3,Suburb_A,289438.0
3007,9,1993,116,1151,5,2,0,Rural,182734.0
7445,7,1958,2415,2673,1,3,0,Suburb_A,477929.0
12706,8,1981,1117,2674,5,2,3,Rural,334641.0
16749,10,1964,167,1301,4,1,3,Rural,230302.0
13718,9,1961,1738,3754,3,1,0,Suburb_B,544226.0
11439,6,2006,1364,2519,3,1,2,Suburb_A,420637.0
15281,4,1957,694,3329,4,3,3,Suburb_A,453395.0
3435,1,2021,924,3060,1,1,2,Uptown,485619.0
2571,8,1976,151,766,4,2,3,Uptown,267586.0
4382,7,2011,585,768,1,3,3,Downtown,301507.0
7084,2,1961,912,828,2,2,2,Rural,163673.0
18661,8,2014,2321,2602,3,3,2,Suburb_B,487873.0
15507,5,1991,1577,966,1,2,0,Uptown,312036.0
9059,7,2011,495,1127,5,2,3,Suburb_A,253932.0
14771,4,1960,2148,1390,5,3,1,Downtown,422747.0
19649,5,1992,556,1123,3,3,1,Suburb_B,235598.0
9491,8,1966,1105,1695,4,1,3,Suburb_A,336512.0
16527,1,1981,1552,2268,4,1,3,Suburb_A,372491.0
19424,1,1989,2120,2753,1,2,3,Rural,349845.0
16859,4,1972,156,3379,4,2,2,Rural,351110.0
10073,3,2005,734,2508,3,2,1,Uptown,410397.0
11077,10,1955,2179,3612,1,3,1,Uptown,705392.0
13383,2,1999,1427,1905,2,3,1,Suburb_A,347431.0
18378,3,1986,558,732,4,1,3,Suburb_A,201205.0
4353,1,2013,2154,3181,4,2,2,Uptown,566099.0
6799,1,2003,2312,3622,1,1,3,Uptown,610522.0
19070,6,2021,154,2916,5,3,0,Suburb_A,411836.0
13939,5,1998,996,3320,4,3,0,Suburb_B,487494.0
4428,8,1960,2294,2242,3,3,1,Suburb_A,422701.0
13296,2,1998,530,3438,4,1,3,Suburb_B,434673.0
9813,4,1970,1971,2488,2,3,0,Suburb_B,405104.0
16414,8,2015,728,2370,4,2,0,Suburb_A,388933.0
13801,6,2012,1177,617,5,1,3,Downtown,319141.0
13745,1,1977,153,2377,4,3,2,Uptown,394246.0
15025,4,1966,91,716,1,1,3,Rural,113825.0
5356,1,1955,2385,1397,4,1,3,Suburb_A,294961.0
16288,2,1968,1503,3815,5,3,2,Suburb_B,518536.0
8540,5,2005,1716,3198,1,3,1,Suburb_A,496433.0
18422,8,1977,2497,3576,3,1,1,Uptown,695936.0
5342,8,2015,2016,2311,1,1,1,Suburb_B,425130.0
11078,3,1987,786,1352,2,3,2,Rural,216164.0
4844,4,1986,272,3069,1,2,0,Rural,291681.0
12396,10,2017,2027,1992,3,1,2,Rural,322997.0
19482,6,1998,176,3293,4,1,3,Downtown,578502.0
15998,10,1992,642,3205,1,2,2,Suburb_B,477989.0
15261,3,1985,1898,2697,1,3,0,Suburb_B,430290.0
5093,2,2007,566,1277,1,3,0,Downtown,269421.0
13722,6,1962,665,705,1,2,3,Suburb_B,194308.0
13645,5,2001,1331,3887,3,3,1,Downtown,714252.0
17083,10,2007,1798,1257,5,3,0,Suburb_A,377117.0
2988,5,1981,1069,2546,5,1,0,Uptown,453271.0
8446,10,2009,2349,2048,1,1,0,Rural,320858.0
18335,5,2007,407,1695,3,1,3,Downtown,391285.0
18133,10,2005,1212,1587,3,2,0,Downtown,469580.0
3682,5,1977,1853,3489,1,3,1,Downtown,649337.0
7626,3,1950,1152,2408,2,3,3,Suburb_A,359209.0
9424,7,1991,1141,2382,1,1,1,Downtown,506926.0
14857,6,1997,143,1045,2,1,0,Uptown,253722.0
14155,4,1989,2489,2548,1,2,0,Uptown,533638.0
19317,2,2012,486,3857,2,3,1,Rural,383680.0
13425,9,2021,859,2717,2,2,3,Suburb_A,460978.0
3980,1,1953,1935,2597,1,3,3,Uptown,473056.0
17522,4,1987,147,2797,2,2,1,Suburb_B,355882.0
10984,1,1976,1359,3917,4,1,0,Suburb_B,478048.0
19175,6,1958,1357,1373,5,2,2,Suburb_B,316800.0
17883,4,1965,89,2161,3,2,1,Downtown,398208.0
7390,5,2005,1357,2275,2,1,1,Downtown,445191.0
3607,5,1980,198,1722,2,3,1,Suburb_B,228117.0
8573,9,1963,537,1901,3,3,0,Rural,227327.0
19368,1,1974,300,2186,2,1,3,Rural,239973.0
7776,2,1983,723,2286,3,2,0,Downtown,401562.0
5676,6,2016,1598,1543,1,2,1,Suburb_B,305250.0
5380,5,1973,1459,1054,4,2,0,Rural,191958.0
10711,7,2022,67,1727,4,3,0,Downtown,399188.0
10782,3,1975,1537,1545,5,2,1,Suburb_B,299908.0
19434,3,1969,397,1200,2,3,0,Suburb_A,234266.0
15997,10,2013,619,3300,5,2,2,Suburb_B,496655.0
8342,2,1959,1584,1324,1,1,0,Suburb_B,237604.0
19343,3,2016,1163,2880,4,1,0,Uptown,529884.0
8059,10,1973,729,2017,1,3,3,Uptown,418879.0
10884,1,1954,555,2124,1,3,3,Suburb_A,287752.0
7655,5,2016,1952,850,2,1,1,Suburb_A,274103.0
14091,5,2007,1751,2144,1,1,1,Suburb_B,382251.0
17251,7,1976,2329,678,4,2,3,Rural,245194.0
2526,4,1964,995,3723,5,1,2,Suburb_A,474906.0
5224,3,1984,1959,1497,4,3,0,Suburb_B,319461.0
17069,1,2002,1601,3568,2,1,2,Downtown,629064.0
13536,8,1993,1480,1380,4,3,2,Uptown,416489.0
15547,3,1975,2134,825,3,3,3,Rural,233060.0
3763,2,1996,1102,1674,5,2,1,Suburb_B,272199.0
10712,4,1983,2351,1809,3,2,0,Downtown,482715.0
7797,3,1999,1403,1657,3,2,1,Uptown,374722.0
11208,1,1961,2177,1402,2,2,2,Downtown,371368.0
7109,3,1953,1299,1341,1,1,2,Suburb_B,265734.0
18500,2,1997,1722,2778,3,2,1,Suburb_A,396561.0
4433,8,2004,898,3670,4,1,1,Uptown,576663.0
18967,6,1950,1206,3279,1,2,3,Downtown,623195.0
6167,9,2015,1535,3485,4,2,1,Suburb_A,532335.0
19773,8,1979,77,3406,4,3,1,Rural,377772.0
10357,10,1952,1532,1303,1,1,3,Suburb_B,308122.0
8154,3,1970,237,3144,1,3,1,Suburb_B,369469.0
10920,5,1998,1157,2026,4,2,2,Uptown,423873.0
19162,7,2011,1996,2970,2,1,1,Downtown,680111.0
2213,5,1987,1215,3881,5,2,0,Rural,377338.0
5762,8,1964,277,1214,5,3,2,Uptown,290834.0
15399,5,2001,523,928,2,1,3,Uptown,291520.0
11768,1,1995,179,1995,1,3,2,Downtown,341500.0
12640,5,1974,122,2083,4,2,3,Rural,245929.0
8731,4,1970,1269,732,5,2,0,Downtown,269760.0
7791,6,1954,1757,1434,4,2,0,Suburb_B,311480.0
17822,3,2019,1094,3298,2,1,2,Suburb_A,442934.0
10783,5,1996,479,720,4,3,1,Suburb_B,155338.0
15621,2,2017,1797,3253,2,3,2,Suburb_B,481278.0
18019,6,1967,2131,2075,1,2,2,Uptown,496810.0
4720,6,1970,2404,1564,2,3,0,Suburb_B,349350.0
10905,5,1972,815,728,2,1,3,Rural,179037.0
11127,6,2013,442,3762,5,2,2,Suburb_B,470117.0
18385,7,2016,142,2198,4,2,1,Rural,279366.0
8368,5,1989,191,2676,5,2,0,Downtown,480035.0
16056,1,1959,1410,3369,3,1,2,Uptown,539591.0
14236,8,2001,377,2147,2,2,2,Rural,274783.0
16451,4,2021,534,932,3,2,1,Suburb_B,213487.0
19301,9,2010,1716,3968,5,2,2,Uptown,761581.0
12433,10,2013,1032,1753,4,2,2,Uptown,448947.0
